0	1613
0	31141
0	51351
0	56182
1	11450
1	16844
1	43427
1	44215
1	48562
1	53633
2	11653
2	17906
2	44756
2	48051
3	7700
3	22147
3	30138
3	32911
3	51745
3	53472
3	53568
4	7797
4	15740
4	19861
4	21326
4	25042
4	43625
5	8700
5	15278
5	19625
5	31170
5	33875
5	48748
5	59769
6	764
6	9981
6	25510
6	48773
7	11564
7	29341
8	46537
8	47970
8	56603
8	58848
9	5509
9	13535
9	15809
9	40472
10	5214
10	9563
10	35665
10	37287
10	39175
10	53327
10	55916
11	35950
11	37033
11	54793
11	56082
11	59591
12	13973
12	21490
12	30845
12	51703
12	56353
13	25751
13	29136
13	31402
13	48987
14	261
14	12211
14	13975
14	19640
14	21240
15	9066
15	53143
16	25904
16	27654
16	51146
17	21077
17	24148
17	26828
17	32203
17	49428
17	55279
18	2487
18	16614
18	33987
18	36579
18	40345
19	16037
19	47415
19	49152
19	55103
19	56414
19	59162
20	2293
20	16176
20	20760
20	30424
20	55367
20	57541
20	58235
21	7207
21	19337
21	35419
22	22599
22	27157
22	30925
22	35871
22	37047
22	49076
23	6507
23	7609
23	44013
23	47703
23	51604
24	23668
24	47579
24	54186
24	57170
25	36698
25	45809
26	10007
26	14085
26	15482
26	15528
26	23155
26	28965
26	36471
26	42389
27	1623
27	15763
27	22448
27	28194
27	43284
27	44103
28	14878
28	23808
28	24405
28	32314
28	32721
28	41548
29	6068
29	7151
29	25193
29	31259
29	54331
29	55131
29	55943
29	59499
30	3839
30	5317
30	19563
30	23207
31	1546
31	4404
31	8698
31	15445
31	25698
31	33338
31	52996
32	17832
32	32041
32	36478
32	37993
32	37999
33	2897
33	23725
33	29492
33	31631
33	40279
33	42251
33	55769
33	56256
33	57768
34	1384
34	1890
34	41568
35	2479
35	6340
35	13646
35	26615
35	27791
35	38699
35	44418
35	51412
36	1536
36	51116
36	56365
37	9329
37	26812
37	34180
37	37788
37	44635
37	46887
37	55888
38	8617
38	14322
38	39456
38	41796
38	49136
38	55803
39	4820
39	43233
39	53807
39	56965
40	5064
40	7817
40	22392
40	25957
40	36416
40	51955
41	23116
41	33401
41	46574
41	50099
41	50663
42	15595
42	27185
42	46206
42	48232
42	49881
42	50243
42	52784
42	53884
43	10169
43	14272
43	17822
44	6081
44	7994
44	10303
44	21927
44	28103
45	24624
45	28300
45	48419
45	58142
46	2015
46	6612
46	43305
46	59514
47	19095
47	55946
47	59527
48	3193
48	24565
48	33807
48	41992
48	51593
49	17916
49	38187
49	48780
50	3860
50	29373
50	46489
51	21002
51	38335
51	39715
51	45448
52	18212
52	23547
52	27329
53	4640
53	17440
53	33280
53	46327
54	18837
54	33643
54	35504
54	47800
55	211
55	37688
55	53260
56	3341
56	54223
56	55341
57	17733
57	21888
57	41259
57	57245
57	57479
58	464
58	26249
58	39828
58	50315
59	7658
59	14126
59	22761
59	24870
59	28647
59	31038
59	33834
59	34609
59	59262
60	26980
60	36726
60	38243
60	46572
61	1124
61	14544
62	31872
62	43509
62	45669
63	20357
63	52032
64	4064
64	26241
64	35264
64	38411
65	16958
65	23144
65	29682
65	30024
65	30050
65	32407
65	38384
65	52609
66	12182
66	13306
66	19865
66	53913
66	55514
67	21298
67	42685
67	50816
68	25784
68	42366
68	52435
69	1692
69	14411
69	43644
70	12814
70	25759
70	37797
70	48657
71	18311
71	24679
71	53391
71	54353
72	6072
72	7702
72	47326
72	49170
73	8585
73	12644
73	28743
73	30502
73	35340
73	51373
74	10115
74	11461
74	30765
74	38976
74	41953
74	43084
74	54477
75	3562
75	41268
75	59222
76	23051
76	23213
76	35300
76	38999
76	59805
77	16798
77	19395
77	21926
77	39860
77	44209
77	52396
78	13255
78	33030
78	34353
78	35179
78	36096
78	36498
78	46850
78	51829
78	55361
79	14625
79	18841
79	21849
79	43135
79	46178
80	3891
80	5696
80	30581
80	51207
81	2285
81	21044
81	24330
82	26689
82	28016
82	40068
83	33703
83	34938
83	47034
84	2870
84	24012
84	34286
84	52179
84	52686
85	2359
85	13519
85	17130
85	26819
85	28585
85	39825
85	42044
86	10013
86	18033
86	25170
86	46249
86	51636
86	55137
87	11245
87	11298
87	25373
87	46127
87	51704
88	1474
88	10947
88	12498
88	20323
88	20884
88	22970
88	40092
88	44633
88	55502
89	40647
89	47286
89	59317
90	12399
90	15541
90	21482
90	22596
90	28879
90	49101
90	51281
91	11494
91	22615
91	23746
91	27162
91	35096
91	39607
91	43257
91	50240
92	52
92	2368
92	12132
92	32154
93	2654
93	5906
93	8872
93	16433
93	23608
93	30051
93	41440
94	6532
94	15701
94	25536
94	29727
94	43626
95	23379
95	35130
95	49487
95	59434
96	57160
96	57426
97	1715
97	4795
97	10276
97	15842
97	32937
98	12799
98	38736
98	42835
98	51601
98	58904
99	14593
99	26063
99	27399
99	44640
99	52707
99	57138
100	1166
100	7508
100	25096
100	40264
100	46672
100	53618
100	56428
101	12363
101	28954
101	29647
101	31160
101	40840
101	46273
101	52865
102	1951
102	4193
102	9896
102	15439
102	20034
102	28830
102	31471
103	11075
103	19219
103	36778
103	43715
104	14275
104	23305
104	29048
104	30592
104	39479
104	40158
104	51854
104	56030
105	4824
105	5963
105	15904
105	23233
105	28705
105	52100
106	1768
106	2480
106	2907
106	8386
106	19957
106	22754
106	36604
106	57870
107	26883
107	41225
108	29222
108	44015
109	6021
109	13080
109	13362
109	24067
109	38914
109	46461
110	34725
110	45226
110	59781
111	4693
111	7361
111	11729
111	20543
111	22470
111	33440
111	50860
111	51859
112	5155
112	23535
112	47320
112	48916
112	59916
113	14342
113	27545
113	41175
113	41488
113	57520
114	1146
114	7042
114	19868
115	7509
115	11952
115	14427
115	24343
115	27966
115	32162
115	34175
115	48091
116	1132
116	2712
116	16374
116	32522
116	36648
116	55075
117	3825
117	47235
118	4794
118	45682
118	56017
119	5519
119	17385
119	29870
119	45759
120	614
120	11187
120	14490
120	27396
120	51606
121	3824
121	36976
121	52339
122	29214
122	59667
122	59881
123	11477
123	13053
123	22310
123	29572
123	36758
123	37280
123	53217
124	7664
124	16917
124	18554
124	28561
124	44730
124	47366
125	5868
125	23355
125	39079
125	53940
125	57832
126	1606
126	3847
126	12049
126	23402
126	33025
126	35556
126	37278
127	11969
127	13830
127	14457
127	21300
127	48546
128	5900
128	21190
128	36859
128	52741
128	55218
129	17806
129	41933
129	46045
129	52187
129	58281
130	10417
130	29716
130	52971
130	55678
131	1157
131	1328
131	9176
131	18395
131	19292
131	53963
132	4008
132	16765
132	20284
132	24430
132	43816
132	55969
133	2341
133	38847
134	10599
134	27019
134	55891
134	58978
135	3905
135	32726
135	50632
135	55349
136	13703
136	41872
136	54807
136	59853
137	6356
137	11912
137	13849
137	24931
137	29801
137	43776
138	8725
138	21327
138	35734
138	52891
139	33956
139	34813
139	36915
139	43382
140	12584
140	25442
140	28946
140	29333
140	30771
140	54744
140	58317
141	13232
141	13408
141	22718
141	25188
141	26137
141	30504
142	5911
142	12983
142	30938
142	33336
142	39854
143	7893
143	54001
144	297
144	16210
144	48602
144	55746
144	58714
145	20910
145	31016
145	43231
146	673
146	7104
146	11685
146	27787
146	40118
147	12172
147	23088
147	50563
148	10197
148	12657
148	26423
148	37177
148	38762
148	53569
149	11224
149	13790
149	28325
149	28352
149	45791
150	26368
150	46993
150	49230
150	53234
150	55917
151	3487
151	8893
151	19672
151	30175
151	45842
152	14456
152	33168
152	36711
152	39094
153	6540
153	17066
153	28748
153	40882
153	54129
154	31163
154	48104
154	54276
155	22637
155	25120
156	24880
156	38622
156	45458
156	50285
157	12901
157	14353
157	29184
157	50758
158	12327
158	19781
158	24111
158	55535
159	17657
159	27154
159	34499
159	42143
159	50431
160	4923
160	19719
160	24596
160	25388
160	30445
161	42049
161	45758
161	48505
161	54889
162	13336
162	24983
162	38725
162	51957
162	56720
163	16340
163	18853
163	42701
163	49374
164	25955
164	26958
164	33501
164	34235
164	37701
164	40117
164	41604
164	51691
164	54380
165	9177
165	20484
165	28894
165	41272
166	9064
166	17324
166	23041
166	27308
166	31663
166	41753
167	7372
167	9063
167	9350
167	13205
168	26829
168	29073
168	38480
168	54433
168	55111
169	7859
169	14911
169	20928
169	42909
170	2696
170	11372
170	26976
171	12805
171	17041
171	17739
171	21275
171	24426
171	33100
172	3573
172	11410
172	14029
172	18645
172	20487
172	28543
172	44896
173	17532
173	24678
173	34762
174	10109
174	45637
174	45834
174	52692
175	29936
175	40439
175	43250
175	54828
176	33397
176	33459
176	40361
177	10686
177	12093
177	18128
178	12436
178	28655
178	35690
178	41373
179	8864
179	16207
179	17941
179	24207
179	32584
179	33949
179	35475
179	42498
179	50894
180	7987
180	26103
180	29684
180	43043
181	4712
181	23762
181	25641
181	32618
182	12579
182	42217
182	43706
182	45710
183	978
183	10755
183	10767
183	11357
183	11594
183	27475
183	36965
184	10407
184	38264
184	40785
184	41533
184	52755
185	12489
185	42129
185	48605
186	3917
186	18590
186	22209
186	35493
187	15418
187	29583
187	41140
187	44657
188	36993
188	52670
188	58048
188	59528
189	4540
189	19041
189	34639
189	53999
190	2510
190	9297
190	27092
190	34556
190	36030
190	39193
190	47845
190	55369
191	8516
191	13834
191	14629
191	22654
192	20839
192	22632
192	30718
192	39847
193	7228
193	21405
193	40770
193	43366
194	16736
194	29336
194	52281
194	55299
195	3910
195	10291
195	22011
195	25365
195	35833
196	16831
196	20024
196	44082
196	46170
197	17558
197	30293
197	38686
198	1389
198	11454
198	20125
198	29923
198	37618
198	45276
198	52953
198	53388
199	13758
199	18674
199	21720
199	25896
199	26470
199	38205
199	54225
199	56173
199	59011
200	6573
200	9398
200	23739
200	23879
200	26533
200	44820
201	1702
201	4258
201	27618
201	57041
201	58191
202	1174
202	9915
202	13948
202	33442
202	42120
203	14374
203	32238
204	10156
204	43205
204	54661
205	8298
205	28843
205	40864
205	50644
206	11786
206	29775
206	42256
206	58127
207	16698
207	18094
207	29179
207	38308
208	9315
208	18273
208	39162
208	40287
208	42987
208	52045
209	11621
209	33062
210	2685
210	6302
210	9561
210	12037
210	18514
210	32249
210	38821
210	59962
211	39627
211	43241
212	7454
212	30045
213	1945
213	21166
213	28777
213	57131
214	166
214	12101
214	38681
214	39321
214	45131
215	6339
215	40911
215	47166
216	2699
216	10287
216	10540
216	18008
216	30224
216	47255
217	21256
217	22278
217	55379
217	57549
217	58260
218	4234
218	17578
218	23992
218	37342
218	57183
219	32607
219	56104
220	10801
220	27690
220	36868
220	42551
220	54998
221	9056
221	16652
221	42125
221	59895
222	3877
222	5467
222	33466
222	52533
222	53404
223	5159
223	9887
223	26636
223	31826
223	35529
223	36776
223	46557
224	2674
224	3182
224	16969
224	19305
224	29502
224	33384
224	53677
225	29324
225	45617
225	57767
226	6118
226	14058
226	17466
226	19688
226	45847
226	50485
227	8253
227	37046
227	43769
227	52546
227	55134
227	57675
228	841
228	40474
228	45958
228	50425
228	56721
229	16612
229	36975
230	12620
230	18302
230	27737
230	36181
230	59826
231	45500
231	52848
231	53293
232	3480
232	36767
232	48075
233	13780
233	15821
233	23162
233	27352
233	32706
233	39645
233	45414
233	50005
233	58361
234	16632
234	16745
234	55692
234	56482
235	4211
235	5772
235	22620
235	23417
235	37097
235	45484
235	47218
235	53511
236	9614
236	9974
236	13969
236	14201
236	48417
236	52739
236	59566
237	7856
237	16087
237	24349
237	59538
238	28417
238	29865
238	39254
238	48288
238	51502
238	56163
239	14503
239	24047
239	49941
239	51832
240	6065
240	10924
240	17681
240	25496
240	48606
241	9438
241	14977
241	23891
241	46256
241	48700
241	58939
242	10192
242	11338
242	12956
242	25298
242	51177
243	1191
243	9937
243	24602
243	51421
243	51462
243	58261
244	19461
244	38382
244	54101
244	55757
245	12306
245	21045
245	22304
245	28856
245	34877
245	37824
245	50762
245	53085
245	56165
246	34137
246	39197
246	39491
246	46017
246	56896
247	27403
247	30802
247	36463
247	41956
247	42787
247	46203
248	20224
248	23048
248	33780
248	44520
249	11002
249	23323
249	30950
249	49839
249	52298
250	21138
250	27927
250	28895
250	40087
251	3378
251	28721
251	35447
252	26592
252	31703
252	32319
253	1521
253	15273
253	17967
253	25742
253	29157
253	32265
254	5429
254	31979
254	35451
254	38266
254	40077
254	41292
254	43065
254	43240
255	20854
255	26009
255	34078
256	18988
256	53757
257	6813
257	14535
257	27209
257	47676
257	48102
257	52754
258	14889
258	23795
258	27319
258	28610
258	29102
258	47490
258	49951
259	11718
259	14859
259	16266
259	20491
259	37746
259	45180
260	9451
260	17611
260	17718
260	23391
260	28989
260	42918
260	59651
261	6980
261	21420
261	26310
261	29252
261	32176
262	15323
262	41423
262	43116
263	2894
263	4248
263	5460
263	23145
263	51824
264	2386
264	5094
264	15982
264	20892
264	21755
264	46945
265	3279
265	8000
265	20577
265	28890
265	32820
265	41368
265	41428
265	41529
265	59064
266	1288
266	18419
266	28243
266	30544
266	50349
266	55347
266	57341
267	6380
267	25574
267	30763
267	33848
267	37456
267	47507
268	8946
268	14937
268	28656
268	41427
268	48518
268	49143
268	56902
269	37
269	5837
269	23436
269	36147
270	11672
270	44096
270	56485
270	56636
271	2594
271	13311
271	15840
271	22073
271	28581
271	34221
271	42431
272	2941
272	11924
272	25023
273	13729
273	27472
273	27838
274	1579
274	12102
274	24261
274	33982
274	47315
274	54748
275	5978
275	8544
275	9434
275	10585
275	19333
275	30867
275	35563
275	40071
275	56433
276	21640
276	36189
276	52999
276	58708
277	1962
277	15501
277	25543
277	42790
277	50025
277	58181
278	17346
278	23903
278	53961
278	58385
278	58823
279	11300
279	21444
280	8431
280	9216
280	12861
280	56948
280	58871
281	7469
281	25919
282	6076
282	23934
282	26565
282	32192
282	36662
282	54330
282	54365
282	58263
283	28088
283	34771
283	35958
283	36741
283	48429
283	58160
284	1754
284	18190
284	38320
284	41557
284	44200
284	47175
284	48862
285	15925
285	26485
285	30706
285	31112
285	33235
285	39874
285	40120
285	42324
285	44671
286	1957
286	4785
286	11861
286	16308
286	39226
286	39800
286	44835
286	50582
286	54238
287	11490
287	28202
287	47090
287	47672
287	54624
288	29526
288	29893
288	32628
288	33134
288	33493
288	34782
288	59565
289	12810
289	19090
289	30172
290	9332
290	9449
290	11916
290	28371
290	45473
290	58997
291	469
291	8581
292	38727
292	41610
292	41735
292	43262
292	56089
292	59107
293	6780
293	15601
293	31326
293	33419
293	40432
294	1979
294	6567
294	14435
294	25262
294	32453
295	501
295	2896
295	9355
295	15457
295	17376
296	3348
296	9381
296	11993
296	14559
296	40932
296	41170
296	53788
297	8669
297	13448
297	22502
297	47913
298	2136
298	8894
298	9582
298	35050
298	42193
298	49144
298	50110
298	55907
299	16565
299	19954
299	21156
299	24904
299	33180
300	27989
300	28091
301	33885
301	34844
301	45363
301	49011
301	56576
301	59076
302	3
302	15639
302	19223
302	50639
302	54131
303	27077
303	35500
304	21120
304	48367
304	54865
305	24722
305	27802
305	38799
305	39642
305	56906
306	3356
306	21259
306	22752
306	29454
307	1368
307	29200
307	29917
308	6079
308	11782
308	11875
308	19695
309	9043
309	26187
309	31249
309	32363
309	40221
309	44233
309	45360
310	11041
310	12673
310	24783
310	24910
310	34927
310	45957
310	52838
311	16241
311	44173
312	10208
312	14644
312	22582
312	35492
312	55730
313	1281
313	12995
313	16886
313	19582
313	32935
313	35458
313	49596
314	2616
314	26683
314	43319
314	54994
315	2395
315	13196
315	14048
315	19117
315	24323
315	37221
315	51969
316	1249
316	56791
317	35608
317	50660
318	9436
318	19258
318	40591
319	7632
319	27047
319	39533
319	44887
320	10293
320	12826
320	14064
320	21648
320	23700
320	31629
320	42443
320	45405
320	46980
321	5346
321	7758
321	19522
322	8897
322	16468
323	10439
323	23125
323	49512
323	50448
324	1780
324	14826
324	16780
324	24382
324	26452
324	26930
324	51446
325	1258
325	3718
325	3829
325	8887
325	16940
325	34967
325	42166
326	37214
326	55099
326	55733
326	57176
327	27889
327	28175
327	56832
328	622
328	5556
328	17909
328	35694
328	59136
329	6242
329	38572
330	2716
330	13979
330	20138
330	24588
330	30225
331	20789
331	31963
331	59704
332	950
332	29608
332	33363
332	44181
333	15235
333	37080
333	38714
333	48598
333	51135
333	55078
334	5615
334	5754
334	8334
334	18178
334	38831
334	47585
334	50339
334	54420
335	3319
335	30033
335	46155
335	50239
336	44431
336	46910
337	7501
337	20368
337	35784
338	24510
338	26937
338	30259
338	54400
339	9824
339	25276
339	25446
339	27298
339	34550
339	36733
339	42502
339	55718
339	58308
340	14196
340	32660
340	35139
340	40262
341	2020
341	36291
341	41930
341	44881
341	48342
342	20972
342	24688
343	3103
343	10518
343	10621
343	30929
343	31674
344	12904
344	27280
344	30848
344	35301
345	10014
345	24124
345	46463
346	1193
346	7169
346	9777
346	23507
346	35589
347	1938
347	26500
347	52021
347	53815
347	59384
348	29899
348	56232
348	57416
349	3419
349	21012
349	22243
349	41350
349	53145
349	55371
350	16481
350	43253
350	47351
351	18950
351	31212
352	5389
352	5481
352	33010
352	34767
352	39818
352	43666
352	46199
353	7299
353	8395
353	16491
353	31052
353	45407
353	55102
354	19349
354	32772
355	20030
355	26807
355	33138
355	37289
355	38338
355	44210
356	7538
356	9818
356	18998
356	37578
356	42215
356	56022
357	430
357	6643
357	14326
357	39592
357	42860
358	662
358	5296
358	46575
359	8113
359	21718
359	43849
360	5191
360	27493
360	40745
360	57258
361	9336
361	10424
361	13097
361	13105
361	17783
362	22782
362	43041
363	6906
363	21098
363	27820
363	34799
364	4509
364	18245
364	26612
364	32952
364	40150
365	5695
365	6061
365	8414
365	41109
365	42819
366	4673
366	23950
366	35614
366	45828
367	729
367	10565
367	15981
367	18224
367	48830
367	49334
368	323
368	24637
368	42681
368	46149
368	57921
369	4958
369	6136
369	21501
369	34205
369	35086
370	759
370	30637
371	19307
371	25111
371	54240
372	30158
372	36765
372	39754
372	41315
373	7808
373	21221
373	26119
373	32193
373	34676
373	52184
374	18120
374	21521
374	38265
374	40858
374	49666
375	14734
375	15281
375	15877
375	49879
375	50510
375	59314
376	5968
376	11131
376	28464
376	53464
376	54158
377	10691
377	19103
377	28863
377	38706
377	42285
377	44542
377	45136
378	2537
378	15316
378	16873
378	31947
378	45715
379	11491
379	18162
379	32633
379	36832
379	46781
380	10251
380	43767
380	49610
380	52600
380	53249
381	21921
381	25851
381	30197
381	40320
381	46153
382	12004
382	13827
382	21287
382	41869
382	43182
382	50771
382	51163
383	2186
383	9659
383	12151
383	21533
383	33874
383	50331
383	51191
384	14771
384	45289
385	20014
385	40690
385	45247
385	58316
