0	0	0.145119
1	1	0.87463
2	2	0.00693477
3	3	0.172529
4	4	0.0178233
5	5	0.368267
6	6	0.596728
7	7	0.774834
8	8	0.341533
9	9	0.132701
10	10	0.175908
11	11	0.140163
12	12	0.520218
13	13	0.22544
14	14	0.497421
15	15	0.18717
16	16	0.212037
17	17	0.271493
18	18	0.0782245
19	19	0.0305541
20	20	0.771691
21	21	0.24437
22	22	0.0302783
23	23	0.424879
24	24	0.152867
25	25	0.00238096
26	26	0.595721
27	27	0.359905
28	28	0.891446
29	29	0.484634
30	30	0.441328
31	31	0.058188
32	32	0.0501364
33	33	0.666341
34	34	0.214759
35	35	0.341319
36	36	0.256194
37	37	0.01588
38	38	0.875515
39	39	0.149759
40	40	0.492721
41	41	0.0622912
42	42	0.282483
43	43	0.0399152
44	44	0.188458
45	45	0.27369
46	46	0.0781304
47	47	0.0874276
48	48	0.357067
49	49	0.435163
50	50	0.142678
51	51	0.191885
52	52	0.195923
53	53	0.240883
54	54	0.457289
55	55	0.0723456
56	56	0.0976245
57	57	0.391827
58	58	0.021759
59	59	0.281564
60	60	0.353155
61	61	0.103891
62	62	0.170657
63	63	0.131494
64	64	0.308115
65	65	0.0183972
66	66	0.689322
67	67	0.531785
68	68	0.288552
69	69	0.217594
70	70	0.547166
71	71	0.185869
72	72	0.115127
73	73	0.666494
74	74	0.382275
75	75	0.104698
76	76	0.463149
77	77	0.0553397
78	78	0.150535
79	79	0.0887364
80	80	0.595203
81	81	0.247483
82	82	0.0738478
83	83	0.0739741
84	84	0.0406505
85	85	0.436171
86	86	0.244514
87	87	0.00643305
88	88	0.91229
89	89	0.596851
90	90	0.168805
91	91	0.26075
92	92	0.558977
93	93	0.408032
94	94	0.441064
95	95	0.668264
96	96	0.120889
97	97	0.51384
98	98	0.380169
99	99	0.6545
100	100	0.0546288
101	101	0.384198
102	102	0.479232
103	103	0.0787381
104	104	0.155866
105	105	0.0141177
106	106	0.0685562
107	107	0.462569
108	108	0.642323
109	109	0.0343821
110	110	0.271249
111	111	0.877651
112	112	0.195627
113	113	0.285213
114	114	0.789148
115	115	0.0969186
116	116	0.233161
117	117	0.701712
118	118	0.0809738
119	119	0.00758993
120	120	0.320205
121	121	0.493881
122	122	0.53383
123	123	0.0246535
124	124	0.564898
125	125	0.412549
126	126	0.416089
127	127	0.430494
128	128	0.511673
129	129	0.0105258
130	130	0.111712
131	131	0.174873
132	132	0.412214
133	133	0.163976
134	134	0.753594
135	135	0.598071
136	136	0.0836493
137	137	0.629902
138	138	0.524522
139	139	0.210863
140	140	0.0383258
141	141	0.61916
142	142	0.119092
143	143	0.209209
144	144	0.510117
145	145	0.778863
146	146	0.573962
147	147	0.435987
148	148	0.0910544
149	149	0.242988
150	150	0.227986
151	151	0.348674
152	152	0.034859
153	153	0.77105
154	154	0.196737
155	155	0.483383
156	156	0.102047
157	157	0.582324
158	158	0.0767235
159	159	0.217609
160	160	0.328391
161	161	0.227081
162	162	0.415967
163	163	0.0544002
164	164	0.112522
165	165	0.131572
166	166	0.0497872
167	167	0.772057
168	168	0.168363
169	169	0.271706
170	170	0.501663
171	171	0.038155
172	172	0.0893874
173	173	0.66921
174	174	0.0976638
175	175	0.407788
176	176	0.0914945
177	177	0.0429233
178	178	0.69808
179	179	0.546739
180	180	0.0573567
181	181	0.0138631
182	182	0.460189
183	183	0.828913
184	184	0.0554873
185	185	0.109116
186	186	0.0410181
187	187	0.246176
188	188	0.959166
189	189	0.0491733
190	190	0.297895
191	191	0.472549
192	192	0.434004
193	193	0.35847
194	194	0.025279
195	195	0.241271
196	196	0.315897
197	197	0.251411
198	198	0.323496
199	199	0.0784091
200	200	0.499893
201	201	0.572893
202	202	0.52031
203	203	0.358715
204	204	0.478011
205	205	0.0572584
206	206	0.0705578
207	207	0.0927102
208	208	0.273253
209	209	0.641804
210	210	0.70101
211	211	0.51793
212	212	0.696371
213	213	0.162662
214	214	0.562273
215	215	0.673635
216	216	0.412793
217	217	0.144091
218	218	0.11499
219	219	0.0579479
220	220	0.0166862
221	221	0.182867
222	222	0.241028
223	223	0.0378705
224	224	0.0501663
225	225	0.0112298
226	226	0.127094
227	227	0.524522
228	228	0.213875
229	229	0.285951
230	230	0.332926
231	231	0.137489
232	232	0.650807
233	233	0.310587
234	234	0.549089
235	235	0.387219
236	236	0.778954
237	237	0.248244
238	238	0.355144
239	239	0.00260612
240	240	0.586657
241	241	0.133118
242	242	0.572924
243	243	0.0864582
244	244	0.62273
245	245	0.425642
246	246	0.32844
247	247	0.461898
248	248	0.200963
249	249	0.547616
250	250	0.480911
251	251	0.0482233
252	252	0.235359
253	253	0.606647
254	254	0.501633
255	255	0.231574
256	256	0.0305753
257	257	0.366031
258	258	0.169532
259	259	0.489151
260	260	0.527482
261	261	0.396832
262	262	0.330088
263	263	0.638356
264	264	0.0122548
265	265	0.0271751
266	266	0.640858
267	267	0.116561
268	268	0.19031
269	269	0.562548
270	270	0.467452
271	271	0.72045
272	272	0.568468
273	273	0.197863
274	274	0.788812
275	275	0.744316
276	276	0.136301
277	277	0.18283
278	278	0.46028
279	279	0.658406
280	280	0.143739
281	281	0.557817
282	282	0.401227
283	283	0.101245
284	284	0.817164
285	285	0.308103
286	286	0.118961
287	287	0.0288764
288	288	0.380169
289	289	0.280709
290	290	0.0319467
291	291	0.383251
292	292	0.230365
293	293	0.404096
294	294	0.0646917
295	295	0.476302
296	296	0.105577
297	297	0.0865029
298	298	0.157576
299	299	0.308176
300	300	0.0403681
301	301	0.901181
302	302	0.16325
303	303	0.602802
304	304	0.0376909
305	305	0.119634
306	306	0.616382
307	307	0.62917
308	308	0.624073
309	309	0.619526
310	310	0.696585
311	311	0.0035518
