ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2004,1,2/12/2004,1900,60,-55,R/V,GR,GEN,TEST
2004,2,2/19/2004,1800,51.95,-52.3,R/V,SM,DOM,JNIC
2004,3,3/2/2004,0,51.95,-51.1,RAD,RAD,RAD,BAPS
2004,4,3/3/2004,1800,51.99,-51.63,RAD,RAD,RAD,BAPS
2004,5,3/5/2004,1300,50.52,-55.28,R/V,MED,NTB,CGHL
2004,5,3/20/2004,1500,49.72,-54.82,VIS,BB,GEN,CGHL
2004,5,3/30/2004,1415,49.72,-54.63,VIS,BB,GEN,CGHL
2004,5,4/12/2004,1300,49.68,-53.8,VIS,BB,NTB,GCFR
2004,6,3/6/2004,1345,50.62,-54.17,VIS,SM,PIN,GCFR
2004,6,3/20/2004,1600,49.8,-54.7,VIS,GR,GEN,CGHL
2004,6,3/30/2004,1430,49.78,-54.57,VIS,BB,GEN,CGHL
2004,6,4/12/2004,1300,49.92,-54.17,VIS,BB,NTB,GCFR
2004,7,3/6/2004,1400,50.58,-54.47,VIS,SM,NTB,GCFR
2004,7,3/20/2004,1600,49.78,-54.72,VIS,BB,GEN,CGHL
2004,7,3/26/2004,1605,49.77,-54.95,VIS,BB,NTB,GCFR
2004,7,3/30/2004,1415,49.78,-54.63,VIS,SM,NTB,CGHL
2004,8,3/6/2004,1533,51.55,-53.17,VIS,MED,NTB,GCFR
2004,8,3/26/2004,1751,48.93,-51.65,RAD,MED,NTB,1500
2004,9,3/6/2004,1537,51.92,-53.42,VIS,BB,NTB,GCFR
2004,10,3/6/2004,1800,51.94,-53.21,RAD,MED,GEN,BAPS
2004,11,3/7/2004,600,51.98,-54.45,R/V,SM,NTB,BAPS
2004,11,3/20/2004,1500,49.72,-54.92,VIS,BB,GEN,CGHL
2004,11,3/25/2004,1123,49.77,-54.8,VIS,MED,GEN,TWIL
2004,11,3/26/2004,1200,49.75,-54.76,VIS,SM,GEN,TWIL
2004,11,3/26/2004,1550,49.78,-54.52,VIS,SM,NTB,GCFR
2004,11,4/12/2004,1345,50.02,-54.32,VIS,SM,NTB,GCFR
2004,11,4/22/2004,1735,49.32,-52.43,R/V,MED,NTB,1502
2004,11,4/27/2004,1530,48.63,-51.91,R/V,MED,PIN,GPCD
2004,12,3/12/2004,1200,51.95,-54.7,VIS,GR,TAB,BAPS
2004,12,3/28/2004,1300,50.67,-55.1,VIS,SM,NTB,GCFR
2004,12,4/9/2004,2038,49.89,-52.77,RAD,GEN,RAD,1500
2004,13,3/12/2004,600,51.97,-54.62,VIS,SM,NTB,BAPS
2004,13,3/26/2004,1646,50.32,-55.33,VIS,SM,NTB,GCFR
2004,13,3/28/2004,1258,50.47,-54.92,VIS,SM,NTB,GCFR
2004,13,4/9/2004,1531,49.69,-52.34,RAD,GEN,RAD,1500
2004,13,4/13/2004,1817,49.3,-52,RAD,GEN,RAD,GPCD
2004,14,3/26/2004,1625,51.32,-52.78,RAD,RAD,RAD,1500
2004,14,3/28/2004,1350,51.05,-52.68,VIS,SM,TAB,GCFR
2004,15,3/26/2004,1628,51.5,-53.4,RAD,RAD,RAD,1500
2004,15,3/28/2004,1350,51.02,-52.71,VIS,SM,TAB,GCFR
2004,16,3/26/2004,1631,51.77,-53.54,RAD,RAD,RAD,1500
2004,16,3/28/2004,1345,51.15,-53.2,VIS,MED,TAB,GCFR
2004,16,4/9/2004,1550,51.14,-52.46,RAD,GEN,RAD,1500
2004,17,3/27/2004,1752,51.93,-52.47,RAD,RAD,RAD,1500
2004,17,4/4/2004,1800,51.5,-51.72,R/V,SM,TAB,JNIC
2004,17,4/9/2004,1932,51.74,-50.72,R/V,MED,WDG,1500
2004,18,3/27/2004,1845,48.86,-50.2,RAD,RAD,RAD,1500
2004,19,3/26/2004,1600,49.92,-54.7,VIS,LG,NTB,GCFR
2004,20,3/26/2004,1645,50.23,-55.67,VIS,MED,NTB,GCFR
2004,21,3/26/2004,1645,50.33,-55.63,VIS,MED,NTB,GCFR
2004,21,3/28/2004,1305,50.35,-55.33,VIS,MED,NTB,GCFR
2004,21,4/12/2004,1340,50.12,-54.53,VIS,SM,NTB,GCFR
2004,22,3/26/2004,1645,50.47,-55.63,VIS,LG,TAB,GCFR
2004,22,3/28/2004,1300,50.45,-55.22,VIS,SM,WDG,GCFR
2004,22,4/9/2004,1532,49.74,-52.4,RAD,GEN,RAD,1500
2004,22,4/13/2004,1823,49.36,-51.72,RAD,GEN,RAD,GPCD
2004,22,4/24/2004,1706,48.65,-49.92,R/V,MED,NTB,1502
2004,23,3/26/2004,1645,50.5,-55.48,VIS,VLG,NTB,GCFR
2004,23,3/28/2004,1300,50.42,-55.13,VIS,SM,BLK,GCFR
2004,23,4/9/2004,1532,49.7,-52.4,RAD,GEN,RAD,1500
2004,23,4/12/2004,1238,49.52,-52.42,VIS,SM,BLK,GCFR
2004,23,4/22/2004,1604,48.3,-50.5,R/V,SM,PIN,1502
2004,24,3/26/2004,1648,50.4,-55.15,VIS,MED,NTB,GCFR
2004,24,4/9/2004,2043,49.57,-52.75,RAD,GEN,RAD,1500
2004,24,4/22/2004,1602,48.27,-50.61,VIS,MED,NTB,1502
2004,24,4/24/2004,1655,48.1,-50.47,R/V,SM,NTB,1502
2004,24,4/27/2004,1650,47.78,-50.78,R/V,MED,DD,GPCD
2004,25,3/26/2004,1648,50.2,-55.08,VIS,MED,NTB,GCFR
2004,25,4/12/2004,1145,48.83,-53.33,VIS,SM,NTB,GCFR
2004,25,4/24/2004,1800,48.63,-52.52,R/V,SM,DOM,JNIC
2004,25,4/27/2004,1507,47.81,-52.47,R/V,MED,DOM,GPCD
2004,25,5/5/2004,1825,47.28,-51.37,RAD,MED,DOM,WCZ5
2004,26,3/26/2004,1650,50.17,-54.75,VIS,MED,NTB,GCFR
2004,27,3/26/2004,1658,50.17,-54.33,VIS,LG,NTB,GCFR
2004,27,4/22/2004,1637,48.27,-50.68,VIS,VLG,NTB,1502
2004,27,4/24/2004,1657,47.92,-51.18,RAD,VLG,NTB,1502
2004,27,4/27/2004,1648,47.82,-51.13,R/V,MED,DD,GPCD
2004,28,3/26/2004,1700,50.17,-54.07,VIS,MED,NTB,GCFR
2004,28,4/9/2004,2049,49.33,-52.12,RAD,GEN,RAD,1500
2004,29,3/26/2004,1700,50.37,-55.07,VIS,LG,TAB,GCFR
2004,30,3/26/2004,1700,50.53,-54.02,VIS,VLG,TAB,GCFR
2004,30,4/8/2004,1756,49.68,-51.93,RAD,GEN,RAD,1500
2004,30,4/9/2004,1527,49.5,-51.84,RAD,GEN,RAD,1500
2004,31,3/26/2004,1703,50.25,-53.78,VIS,LG,NTB,GCFR
2004,32,3/26/2004,1703,50.33,-53.75,VIS,LG,NTB,GCFR
2004,32,4/9/2004,1516,48.8,-51.35,RAD,GEN,RAD,1500
2004,32,4/24/2004,1353,46.48,-46.77,R/V,SM,DOM,1502
2004,32,4/25/2004,600,46.42,-46.67,RAD,SM,DOM,LADY
2004,32,4/27/2004,1400,46.46,-46.77,RAD,SM,RAD,LAIP
2004,33,3/26/2004,1703,49.97,-53.67,VIS,VLG,NTB,GCFR
2004,33,4/22/2004,1542,48.35,-50.02,R/V,VLG,TAB,1502
2004,33,4/24/2004,1647,48.08,-49.72,R/V,SM,NTB,1502
2004,33,5/2/2004,500,46.03,-47.97,R/V,GEN,GEN,KNAZ
2004,34,3/26/2004,1705,50.17,-53.67,VIS,MED,NTB,GCFR
2004,34,4/3/2004,1205,49.03,-51.71,RAD,MED,NTB,GPCD
2004,35,3/26/2004,1705,50.35,-53.63,VIS,VLG,NTB,GCFR
2004,35,4/8/2004,1754,49.68,-51.6,RAD,GEN,RAD,1500
2004,35,4/9/2004,1532,49.85,-51.99,RAD,GEN,RAD,1500
2004,35,4/24/2004,1802,49.02,-50.5,R/V,SM,NTB,1502
2004,35,4/30/2004,1400,47.96,-49.35,R/V,GEN,GEN,UAYG
2004,36,3/26/2004,1705,50.12,-53.62,VIS,MED,NTB,GCFR
2004,36,4/3/2004,1205,49.05,-51.63,RAD,MED,NTB,GPCD
2004,36,4/8/2004,1802,49.23,-50.97,RAD,GEN,RAD,1500
2004,36,4/13/2004,1749,49.46,-49.92,RAD,GEN,RAD,GPCD
2004,37,3/26/2004,1705,50.11,-53.63,VIS,MED,NTB,GCFR
2004,37,4/3/2004,1209,49.01,-51.65,RAD,MED,NTB,GPCD
2004,38,3/28/2004,1250,50.68,-54.13,VIS,SM,TAB,GCFR
2004,38,4/9/2004,1531,49.73,-52.18,RAD,GEN,RAD,1500
2004,38,4/22/2004,1614,48.92,-51.27,R/V,MED,NTB,1502
2004,38,4/24/2004,1800,48.75,-50.54,R/V,SM,TAB,JNIC
2004,39,3/28/2004,1250,50.7,-54.47,VIS,GEN,NTB,GCFR
2004,39,4/9/2004,1536,50.08,-52.43,RAD,GEN,RAD,1500
2004,40,3/28/2004,1325,51.18,-55.32,VIS,MED,BLK,GCFR
2004,40,4/12/2004,1445,50.58,-54.83,VIS,SM,NTB,GCFR
2004,41,3/28/2004,1325,51.18,-55,VIS,MED,BLK,GCFR
2004,41,4/12/2004,1340,50.37,-54.7,VIS,SM,NTB,GCFR
2004,42,3/28/2004,1329,51.25,-54.87,VIS,VLG,NTB,GCFR
2004,43,3/28/2004,1329,50.92,-54.85,VIS,SM,WDG,GCFR
2004,43,4/12/2004,1348,50.19,-53.17,VIS,GEN,GEN,GCFR
2004,44,3/28/2004,1329,51.05,-54.7,VIS,SM,WDG,GCFR
2004,44,4/12/2004,1250,49.97,-53.37,VIS,SM,NTB,GCFR
2004,44,4/24/2004,1810,48.31,-51.16,VIS,SM,DOM,1502
2004,44,4/28/2004,1800,48.09,-51.54,RAD,SM,DD,JNIC
2004,45,3/28/2004,1330,51.1,-54.65,VIS,LG,WDG,GCFR
2004,45,4/12/2004,1348,50.12,-53.71,VIS,GEN,GEN,GCFR
2004,45,4/23/2004,1800,48.54,-51.96,R/V,MED,DD,JNIC
2004,45,4/27/2004,1528,48.27,-51.87,R/V,SM,DD,GPCD
2004,46,3/28/2004,1330,51.02,-54.52,VIS,MED,BLK,GCFR
2004,46,4/9/2004,2026,50.62,-53.46,RAD,GEN,RAD,1500
2004,46,4/12/2004,1348,50.44,-53.23,VIS,GEN,GEN,GCFR
2004,47,3/28/2004,1335,51.02,-54.37,VIS,SM,WDG,GCFR
