ICEBERG YEAR,ICEBERG NUMBER,"SIGHTING
DATE","SIGHTING
TIME","SIGHTING
LATITUDE","SIGHTING
LONGITUDE","SIGHTING
METHOD",SIZE,SHAPE,SOURCE
2018,15,10/9/2017,1342,55.192,-55.508,R/V,SM,GEN,GTJZ
2018,16,10/12/2017,2140,56.897,-59.563,SAT-HIGH,RAD,GEN,SN1B
2018,5,10/15/2017,2200,55.288,-56.422,SAT-HIGH,RAD,RAD,RSA2
2018,18,10/18/2017,2140,56.478,-58.318,SAT-HIGH,MED,GEN,SNL1
2018,19,10/18/2017,2140,56.210,-58.033,SAT-HIGH,MED,GEN,SNL1
2018,17,10/18/2017,2140,56.500,-58.363,SAT-HIGH,MED,GEN,SNL1
2018,15,10/20/2017,2124,53.942,-53.003,SAT-HIGH,RAD,GEN,SN1A
2018,8,10/24/2017,2140,56.423,-58.487,SAT-HIGH,SM,GEN,SN1B
2018,6,10/24/2017,2140,56.407,-58.508,SAT-HIGH,MED,GEN,SN1B
2018,7,10/24/2017,2140,57.237,-60.052,SAT-HIGH,MED,GEN,SN1B
2018,20,10/24/2017,2140,58.282,-60.765,SAT-HIGH,LG,GEN,SN1B
2018,21,10/24/2017,2140,56.255,-60.203,SAT-HIGH,MED,GEN,SN1B
2018,22,10/24/2017,2140,56.862,-59.550,SAT-HIGH,LG,GEN,SN1B
2018,15,10/28/2017,1152,52.872,-51.778,R/V,LG,GEN,GTJZ
2018,23,10/28/2017,1204,52.245,-53.602,VIS,SM,GEN,GTJZ
2018,24,10/28/2017,1207,52.163,-53.567,VIS,MED,GEN,GTJZ
2018,26,10/30/2017,2155,59.832,-62.470,SAT-HIGH,RAD,RAD,RSA2
2018,25,10/30/2017,2155,56.233,-60.512,SAT-HIGH,RAD,RAD,RSA2
2018,20,10/30/2017,2155,58.280,-60.775,SAT-HIGH,RAD,RAD,RSA2
2018,22,10/30/2017,2155,56.868,-59.590,SAT-HIGH,RAD,RAD,RSA2
2018,21,10/30/2017,2155,56.205,-60.188,SAT-HIGH,RAD,RAD,RSA2
2018,8,10/30/2017,2155,56.215,-58.123,SAT-HIGH,RAD,RAD,RSA2
2018,6,10/30/2017,2155,55.847,-57.828,SAT-HIGH,RAD,RAD,RSA2
2018,30,10/30/2017,2155,57.138,-60.570,SAT-HIGH,RAD,RAD,RSA2
2018,31,10/30/2017,2155,57.133,-61.292,SAT-HIGH,RAD,RAD,RSA2
2018,32,10/30/2017,2155,55.802,-59.998,SAT-HIGH,RAD,RAD,RSA2
2018,33,10/30/2017,2155,56.375,-61.107,SAT-HIGH,RAD,RAD,RSA2
2018,34,10/30/2017,2155,58.453,-60.232,SAT-HIGH,RAD,RAD,RSA2
2018,27,11/1/2017,2124,55.045,-55.828,SAT-LOW,MED,GEN,SN1A
2018,24,11/4/2017,1828,51.763,-53.325,R/V,MED,GEN,GTJZ
2018,5,11/5/2017,1447,54.405,-53.612,R/V,LG,GEN,GMRS
2018,28,11/5/2017,1454,54.057,-55.667,R/V,LG,GEN,GMRS
2018,24,11/5/2017,1812,51.725,-52.870,VIS,SM,DD,GMRS
2018,29,11/5/2017,1931,51.892,-49.083,VIS,MED,DD,GMRS
2018,15,11/5/2017,1932,51.647,-49.228,VIS,LG,DD,GMRS
2018,21,11/6/2017,2132,55.320,-56.950,SAT-HIGH,MED,GEN,SN1A
2018,24,11/9/2017,1143,51.647,-52.385,R/V,MED,TAB,GTJZ
2018,21,11/9/2017,2203,55.987,-59.757,SAT-HIGH,RAD,RAD,RSA2
2018,22,11/9/2017,2203,56.868,-59.592,SAT-HIGH,RAD,RAD,RSA2
2018,7,11/9/2017,2203,56.543,-58.602,SAT-HIGH,RAD,RAD,RSA2
2018,20,11/9/2017,2203,57.472,-59.720,SAT-HIGH,RAD,RAD,RSA2
2018,35,11/9/2017,2203,58.725,-60.562,SAT-HIGH,RAD,RAD,RSA2
2018,36,11/9/2017,2203,58.808,-60.300,SAT-HIGH,RAD,RAD,RSA2
2018,5,11/10/2017,0948,53.543,-52.030,SAT-HIGH,LG,GEN,SN1A
2018,28,11/10/2017,0948,53.117,-54.900,SAT-HIGH,MED,GEN,SN1A
2018,7,11/10/2017,1006,56.350,-58.702,SAT-HIGH,RAD,RAD,RSA2
2018,22,11/10/2017,1006,56.872,-59.602,SAT-HIGH,RAD,RAD,RSA2
2018,20,11/10/2017,1006,57.400,-59.672,SAT-HIGH,RAD,RAD,RSA2
2018,35,11/10/2017,1006,58.670,-60.555,SAT-HIGH,RAD,RAD,RSA2
2018,36,11/10/2017,1006,58.648,-60.208,SAT-HIGH,RAD,RAD,RSA2
2018,37,11/10/2017,1006,58.572,-61.723,SAT-HIGH,RAD,RAD,RSA2
2018,6,11/10/2017,1007,54.963,-53.742,SAT-HIGH,RAD,RAD,RSA2
2018,22,11/13/2017,1019,56.702,-59.530,SAT-HIGH,RAD,RAD,RSA2
2018,7,11/13/2017,1019,56.162,-58.685,SAT-HIGH,RAD,RAD,RSA2
2018,20,11/13/2017,1019,57.432,-59.688,SAT-HIGH,RAD,RAD,RSA2
2018,38,11/13/2017,1019,56.882,-59.223,SAT-HIGH,RAD,RAD,RSA2
2018,30,11/13/2017,2146,55.512,-57.700,SAT-HIGH,RAD,RAD,RSA2
2018,21,11/13/2017,2146,55.987,-59.782,SAT-HIGH,RAD,RAD,RSA2
2018,22,11/13/2017,2147,56.702,-59.538,SAT-HIGH,RAD,RAD,RSA2
2018,38,11/13/2017,2147,56.793,-59.055,SAT-HIGH,RAD,RAD,RSA2
2018,20,11/13/2017,2147,57.277,-59.307,SAT-HIGH,RAD,RAD,RSA2
2018,22,11/14/2017,0950,56.705,-59.530,SAT-HIGH,RAD,RAD,RSA2
2018,21,11/14/2017,0950,55.985,-59.775,SAT-HIGH,RAD,RAD,RSA2
2018,28,11/14/2017,0951,52.548,-53.735,SAT-HIGH,RAD,RAD,RSA2
2018,39,11/14/2017,1413,54.642,-51.460,R/V,LG,TAB,GMRS
2018,40,11/14/2017,1415,53.407,-50.293,R/V,LG,PIN,GMRS
2018,28,11/14/2017,1438,52.538,-53.718,R/V,LG,DD,GMRS
2018,8,11/15/2017,0956,54.632,-53.248,SAT-HIGH,MED,GEN,SN1A
2018,28,11/16/2017,1928,52.078,-53.940,R/V,LG,DD,SHIP
2018,28,11/17/2017,1712,51.868,-54.160,R/V,GEN,GEN,DASH
2018,40,11/17/2017,1905,53.447,-50.225,R/V,GEN,GEN,DASH
2018,22,11/23/2017,2155,56.675,-59.863,SAT-HIGH,RAD,RAD,RSA2
2018,21,11/23/2017,2155,55.073,-57.888,SAT-HIGH,RAD,RAD,RSA2
2018,31,11/23/2017,2155,55.598,-59.392,SAT-HIGH,RAD,RAD,RSA2
2018,26,11/23/2017,2155,59.490,-62.713,SAT-HIGH,RAD,RAD,RSA2
2018,27,11/24/2017,0959,52.757,-53.253,SAT-HIGH,RAD,RAD,RSA2
2018,21,11/24/2017,2125,55.072,-57.878,SAT-HIGH,RAD,RAD,RSA2
2018,22,11/24/2017,2125,56.667,-59.870,SAT-HIGH,RAD,RAD,RSA2
2018,41,11/24/2017,2125,56.610,-59.767,SAT-HIGH,RAD,RAD,RSA2
2018,30,11/27/2017,2137,55.150,-56.988,SAT-HIGH,RAD,RAD,RSA2
2018,21,11/27/2017,2137,54.735,-56.783,SAT-HIGH,RAD,RAD,RSA2
2018,41,11/27/2017,2138,56.548,-59.652,SAT-HIGH,RAD,RAD,RSA2
2018,34,11/27/2017,2138,58.265,-59.812,SAT-HIGH,RAD,RAD,RSA2
2018,42,11/28/2017,1829,53.092,-52.420,VIS,LG,DD,GTJZ
2018,43,11/28/2017,1849,52.588,-51.730,VIS,MED,DD,GTJZ
2018,30,12/1/2017,2121,55.332,-56.715,SAT-HIGH,RAD,RAD,RSA2
2018,38,12/1/2017,2121,56.472,-55.085,SAT-HIGH,RAD,RAD,RSA2
2018,43,12/4/2017,1825,51.902,-52.665,VIS,MED,DD,GTJZ
2018,42,12/4/2017,1831,52.868,-53.485,R/V,LG,GEN,GTJZ
2018,42,12/11/2017,0940,52.643,-53.110,SAT-LOW,LG,NTB,SN1A
2018,44,12/13/2017,1730,52.262,-52.202,R/V,BB,GEN,SHIP
2018,42,12/13/2017,1810,52.348,-52.167,R/V,LG,PIN,SHIP
2018,33,12/17/2017,2140,55.563,-59.338,SAT-LOW,SM,GEN,SN1A
2018,45,1/2/2018,0956,54.332,-56.938,SAT-HIGH,MED,GEN,SN1A
2018,46,1/2/2018,0956,54.018,-57.035,SAT-HIGH,MED,GEN,SN1A
2018,47,1/15/2018,0947,55.357,-54.375,SAT-HIGH,SM,NTB,SN1B
2018,52,1/17/2018,1642,60.282,-60.310,R/V,MED,GEN,GMRS
2018,51,1/17/2018,1736,58.635,-61.893,R/V,SM,GEN,GMRS
2018,57,1/17/2018,1815,60.318,-60.580,R/V,MED,GEN,GMRS
2018,53,1/17/2018,1816,60.008,-61.587,R/V,LG,GEN,GMRS
2018,54,1/17/2018,1816,60.947,-59.573,R/V,SM,GEN,GMRS
2018,55,1/17/2018,1816,61.318,-59.013,R/V,SM,GEN,GMRS
2018,56,1/17/2018,1817,60.460,-60.553,R/V,SM,GEN,GMRS
2018,58,1/17/2018,1849,61.217,-60.830,R/V,SM,GEN,GMRS
2018,49,1/18/2018,1610,60.208,-63.205,R/V,LG,GEN,GMRS
2018,48,1/18/2018,1614,59.958,-63.823,R/V,MED,GEN,GMRS
2018,50,1/18/2018,1721,55.687,-59.545,R/V,MED,GEN,GMRS
2018,59,1/21/2018,0947,55.195,-53.925,SAT-HIGH,MED,RAD,SN1A
2018,47,1/21/2018,0947,54.458,-52.842,SAT-HIGH,MED,RAD,SN1A
2018,20001,1/22/2018,2140,55.593,-59.582,SAT-HIGH,SM,NTB,SN1A
2018,20002,1/22/2018,2140,56.042,-57.335,SAT-HIGH,MED,NTB,SN1A
2018,20003,1/24/2018,2124,54.413,-54.455,SAT-HIGH,MED,GEN,SN1A
2018,59,1/27/2018,0947,53.880,-52.213,SAT-HIGH,MED,NTB,SN1B
2018,20017,1/29/2018,0931,49.927,-49.958,SAT-LOW,RAD,GEN,SN1B
2018,20004,1/29/2018,1415,52.833,-52.345,R/V,SM,GEN,GTJZ
2018,20005,1/29/2018,1554,53.460,-52.442,R/V,SM,GEN,GTJZ
2018,20006,2/1/2018,1530,55.847,-58.447,R/V,LG,GEN,GMRS
2018,20008,2/3/2018,0940,48.755,-50.930,SAT-HIGH,VLG,GEN,SN1B
2018,20007,2/4/2018,1355,52.693,-53.135,R/V,SM,GEN,GMRS
2018,20003,2/6/2018,1348,53.655,-53.348,VIS,SM,BLK,GGJF
2018,20010,2/6/2018,1421,52.687,-53.177,R/V,SM,BLK,GGJF
2018,20009,2/6/2018,1427,52.583,-53.232,R/V,MED,WDG,GGJF
2018,20011,2/6/2018,1750,54.048,-55.005,R/V,MED,BLK,GGJF
2018,20012,2/6/2018,1802,54.988,-54.648,R/V,LG,GEN,GGJF
2018,20013,2/6/2018,1831,53.565,-54.707,R/V,SM,GEN,GGJF
2018,20014,2/8/2018,0946,55.132,-53.857,SAT-HIGH,MED,GEN,SN1B
2018,20015,2/8/2018,0946,54.858,-52.962,SAT-HIGH,SM,GEN,SN1B
2018,20016,2/8/2018,0946,54.738,-52.827,SAT-HIGH,SM,GEN,SN1B
2018,20002,2/9/2018,0939,54.088,-52.775,SAT-HIGH,MED,GEN,SN1A
2018,20018,2/10/2018,0931,51.402,-50.147,SAT-LOW,MED,GEN,SN1B
2018,20019,2/10/2018,1828,52.167,-50.667,R/V,MED,TAB,2006
2018,20007,2/10/2018,1831,52.300,-50.750,R/V,GEN,GEN,2006
2018,20020,2/10/2018,1835,52.008,-50.167,VIS,GR,NTB,2006
2018,20018,2/10/2018,1845,51.367,-50.167,VIS,SM,TAB,2006
2018,20026,2/10/2018,1910,52.601,-51.047,VIS,SM,NTB,2006
2018,20027,2/10/2018,1910,52.612,-51.060,VIS,SM,NTB,2006
2018,20021,2/10/2018,1913,52.778,-51.193,VIS,MED,NTB,2006
2018,20022,2/10/2018,1913,52.728,-51.295,VIS,SM,NTB,2006
2018,20023,2/10/2018,1915,52.738,-51.388,VIS,SM,NTB,2006
2018,20003,2/10/2018,1927,53.008,-52.008,VIS,GEN,GEN,2006
2018,20028,2/10/2018,1934,52.480,-50.958,VIS,SM,NTB,2006
2018,20029,2/10/2018,1934,52.478,-51.004,VIS,SM,NTB,2006
2018,20024,2/10/2018,1936,52.450,-53.150,RAD,GEN,GEN,2006
2018,20025,2/10/2018,1945,52.233,-52.917,VIS,LG,TAB,2006
2018,20010,2/10/2018,1949,52.150,-52.733,RAD,GEN,GEN,2006
2018,20009,2/10/2018,1959,51.983,-52.167,R/V,MED,NTB,2006
2018,20127,2/12/2018,2048,48.165,-47.582,SAT-HIGH,RAD,GEN,RSA2
2018,20030,2/13/2018,1825,55.002,-52.800,RAD,GEN,GEN,2006
2018,20031,2/13/2018,1827,54.617,-53.200,RAD,GEN,GEN,2006
2018,20032,2/13/2018,1829,54.500,-53.817,RAD,GEN,GEN,2006
2018,20033,2/13/2018,1837,54.533,-52.950,RAD,GEN,GEN,2006
2018,20034,2/13/2018,1843,54.433,-52.300,RAD,GEN,GEN,2006
2018,20014,2/13/2018,1844,53.933,-53.067,RAD,GEN,GEN,2006
2018,20035,2/13/2018,1849,54.533,-52.950,RAD,GEN,GEN,2006
2018,20036,2/13/2018,1858,53.067,-52.467,RAD,GEN,GEN,2006
2018,20037,2/13/2018,1901,52.850,-52.867,RAD,GEN,GEN,2006
2018,20038,2/13/2018,1902,53.067,-52.450,RAD,GEN,GEN,2006
2018,20039,2/13/2018,1907,53.100,-52.833,RAD,GEN,GEN,2006
2018,20011,2/13/2018,1925,53.853,-54.383,VIS,MED,NTB,2006
2018,20012,2/13/2018,1928,54.200,-53.433,RAD,GEN,GEN,2006
2018,20040,2/13/2018,1932,54.250,-54.950,RAD,GEN,GEN,2006
2018,20013,2/13/2018,2050,53.133,-55.000,VIS,MED,NTB,2006
2018,20035,2/14/2018,0948,54.325,-52.875,SAT-HIGH,MED,NTB,SN1A
2018,20116,2/14/2018,0948,54.148,-53.162,SAT-HIGH,MED,NTB,SN1A
2018,20117,2/14/2018,0948,53.265,-52.445,SAT-HIGH,MED,NTB,SN1A
2018,20024,2/14/2018,0948,52.265,-53.392,SAT-LOW,MED,NTB,SN1A
2018,20118,2/14/2018,0948,52.923,-54.523,SAT-LOW,MED,NTB,SN1A
2018,20119,2/14/2018,0948,52.745,-53.802,SAT-LOW,MED,NTB,SN1A
2018,20120,2/14/2018,0948,52.365,-54.087,SAT-LOW,MED,NTB,SN1A
2018,20121,2/14/2018,0948,52.352,-54.552,SAT-LOW,MED,NTB,SN1A
2018,20122,2/14/2018,0948,52.090,-53.732,SAT-LOW,MED,NTB,SN1A
2018,20123,2/14/2018,0948,51.880,-53.803,SAT-LOW,MED,NTB,SN1A
2018,20124,2/14/2018,0948,51.858,-53.852,SAT-LOW,MED,NTB,SN1A
2018,20125,2/14/2018,0948,51.832,-53.910,SAT-LOW,MED,NTB,SN1A
2018,20022,2/14/2018,1239,51.745,-50.118,VIS,GR,DD,GMRS
2018,20041,2/14/2018,1252,52.093,-50.668,VIS,GR,DD,GMRS
2018,20002,2/14/2018,1314,52.472,-51.303,VIS,SM,WDG,GMRS
2018,20042,2/14/2018,1314,52.332,-51.552,VIS,SM,WDG,GMRS
2018,20043,2/14/2018,1317,52.298,-51.802,VIS,SM,WDG,GMRS
2018,20044,2/14/2018,1320,52.182,-51.703,VIS,SM,DOM,GMRS
2018,20045,2/14/2018,1324,52.143,-51.402,VIS,SM,WDG,GMRS
2018,20023,2/14/2018,1326,51.757,-50.148,VIS,MED,DD,GMRS
2018,20003,2/14/2018,1326,52.168,-51.230,VIS,SM,DD,GMRS
2018,20046,2/14/2018,1350,51.373,-50.382,VIS,SM,DOM,GMRS
2018,20006,2/14/2018,1545,54.900,-54.600,RAD,GEN,GEN,2006
2018,20052,2/14/2018,1547,55.550,-55.083,RAD,GEN,GEN,2006
2018,20053,2/14/2018,1557,55.767,-55.383,RAD,GEN,GEN,2006
2018,20054,2/14/2018,1559,55.800,-56.700,RAD,GEN,GEN,2006
2018,20055,2/14/2018,1603,56.147,-56.895,RAD,GEN,GEN,2006
2018,20056,2/14/2018,1607,55.842,-57.483,RAD,GEN,GEN,2006
2018,20057,2/14/2018,1610,56.053,-57.663,RAD,GEN,GEN,2006
2018,20058,2/14/2018,1611,56.165,-57.838,RAD,GEN,GEN,2006
2018,20047,2/14/2018,1613,56.008,-57.270,VIS,GR,NTB,2006
2018,20059,2/14/2018,1613,56.047,-57.072,VIS,SM,NTB,2006
2018,20060,2/14/2018,1614,56.095,-57.303,VIS,SM,NTB,2006
2018,20061,2/14/2018,1615,56.150,-57.362,VIS,SM,NTB,2006
2018,20062,2/14/2018,1616,56.190,-57.408,VIS,SM,NTB,2006
2018,20063,2/14/2018,1616,56.363,-57.445,VIS,VLG,NTB,2006
2018,20048,2/14/2018,1617,56.252,-57.390,VIS,GR,NTB,2006
2018,20064,2/14/2018,1619,56.353,-57.712,RAD,GEN,GEN,2006
2018,52,2/14/2018,1627,56.798,-57.817,VIS,GR,NTB,2006
2018,20065,2/14/2018,1630,56.942,-58.620,RAD,GEN,GEN,2006
2018,20049,2/14/2018,1639,57.475,-58.363,VIS,GR,NTB,2006
2018,20050,2/14/2018,1642,57.643,-58.503,VIS,GR,NTB,2006
2018,20066,2/14/2018,1642,57.712,-58.335,VIS,LG,NTB,2006
2018,20067,2/14/2018,1643,57.747,-58.427,VIS,MED,NTB,2006
2018,20108,2/14/2018,1643,57.688,-58.545,VIS,SM,NTB,2006
2018,20109,2/14/2018,1643,57.704,-58.554,VIS,SM,NTB,2006
2018,20110,2/14/2018,1643,57.691,-58.506,VIS,SM,NTB,2006
2018,20051,2/14/2018,1645,57.822,-58.653,VIS,GR,NTB,2006
2018,20111,2/14/2018,1646,57.904,-58.721,VIS,SM,NTB,2006
2018,20112,2/14/2018,1646,57.892,-58.784,VIS,SM,NTB,2006
2018,20113,2/14/2018,1646,57.886,-58.689,VIS,SM,NTB,2006
2018,20114,2/14/2018,1646,57.848,-58.754,VIS,MED,NTB,2006
2018,20115,2/14/2018,1646,57.881,-58.753,VIS,MED,NTB,2006
2018,20068,2/14/2018,1647,58.082,-58.937,R/V,GEN,GEN,2006
2018,20069,2/14/2018,1649,58.008,-58.950,VIS,MED,NTB,2006
2018,20070,2/14/2018,1651,58.143,-59.032,VIS,SM,NTB,2006
2018,20071,2/14/2018,1653,58.307,-59.033,R/V,GEN,GEN,2006
2018,20072,2/14/2018,1657,58.385,-59.380,R/V,MED,NTB,2006
2018,20073,2/14/2018,1659,58.632,-59.205,VIS,SM,NTB,2006
2018,20074,2/14/2018,1700,58.520,-59.368,R/V,VLG,NTB,2006
2018,20075,2/14/2018,1712,59.037,-59.950,RAD,GEN,GEN,2006
2018,20076,2/14/2018,1714,59.072,-59.815,R/V,SM,NTB,2006
2018,20077,2/14/2018,1716,59.223,-59.722,VIS,MED,NTB,2006
2018,20078,2/14/2018,1717,59.160,-60.077,R/V,MED,NTB,2006
2018,20079,2/14/2018,1717,59.287,-59.762,VIS,MED,NTB,2006
2018,20080,2/14/2018,1718,59.507,-59.850,RAD,GEN,GEN,2006
2018,20081,2/14/2018,1720,59.442,-59.905,VIS,LG,NTB,2006
2018,20082,2/14/2018,1721,59.407,-60.272,VIS,SM,NTB,2006
2018,20083,2/14/2018,1721,59.713,-60.090,RAD,GEN,GEN,2006
2018,20084,2/14/2018,1723,59.547,-60.400,R/V,MED,NTB,2006
2018,20085,2/14/2018,1723,59.627,-60.087,VIS,MED,NTB,2006
2018,20086,2/14/2018,1724,59.680,-59.983,VIS,LG,NTB,2006
2018,20087,2/14/2018,1725,59.775,-60.077,VIS,MED,NTB,2006
2018,20088,2/14/2018,1725,59.812,-60.575,RAD,GEN,GEN,2006
2018,20089,2/14/2018,1726,59.702,-60.735,RAD,GEN,GEN,2006
2018,20090,2/14/2018,1727,59.920,-60.185,VIS,MED,NTB,2006
2018,20091,2/14/2018,1729,59.922,-60.358,VIS,SM,NTB,2006
2018,20092,2/14/2018,1730,59.935,-60.557,R/V,MED,NTB,2006
2018,20093,2/14/2018,1730,59.928,-60.588,R/V,SM,NTB,2006
2018,20094,2/14/2018,1730,59.987,-60.388,VIS,MED,NTB,2006
2018,20095,2/14/2018,1731,60.078,-60.697,VIS,MED,NTB,2006
2018,20096,2/14/2018,1732,60.100,-60.713,VIS,MED,NTB,2006
2018,20097,2/14/2018,1735,60.097,-61.022,VIS,MED,NTB,2006
2018,20098,2/14/2018,1739,59.967,-62.150,RAD,GEN,GEN,2006
2018,20099,2/14/2018,1743,59.817,-62.250,RAD,GEN,GEN,2006
2018,20100,2/14/2018,1819,58.192,-60.875,VIS,LG,NTB,2006
2018,20101,2/14/2018,1826,57.800,-60.375,VIS,SM,NTB,2006
2018,20102,2/14/2018,1829,57.695,-60.002,R/V,MED,NTB,2006
2018,20103,2/14/2018,1831,57.500,-59.700,R/V,SM,NTB,2006
2018,20104,2/14/2018,1833,57.395,-60.042,VIS,SM,NTB,2006
2018,20105,2/14/2018,1851,56.525,-58.828,RAD,GEN,GEN,2006
2018,53,2/14/2018,1853,56.207,-58.955,VIS,MED,NTB,2006
2018,20106,2/14/2018,1859,55.835,-58.633,VIS,SM,NTB,2006
2018,20107,2/14/2018,1901,55.637,-58.685,VIS,MED,TAB,2006
2018,51,2/14/2018,1907,55.477,-58.072,VIS,SM,NTB,2006
2018,50,2/14/2018,1914,54.833,-57.365,RAD,GEN,GEN,2006
2018,20126,2/15/2018,1656,53.157,-53.760,R/V,MED,GEN,GMRS
2018,20046,2/17/2018,0923,50.862,-49.217,SAT-HIGH,SM,GEN,SN1B
2018,20128,2/17/2018,0923,49.955,-49.318,SAT-HIGH,SM,GEN,SN1B
2018,20023,2/17/2018,1627,51.330,-49.397,R/V,SM,GEN,GMRS
2018,20044,2/17/2018,1627,51.692,-51.137,R/V,SM,GEN,GMRS
2018,20043,2/17/2018,1627,51.713,-51.268,R/V,SM,GEN,GMRS
2018,20025,2/17/2018,1627,51.982,-52.125,R/V,LG,GEN,GMRS
2018,20010,2/17/2018,1627,51.787,-51.917,R/V,SM,GEN,GMRS
2018,20038,2/17/2018,1627,52.120,-52.032,R/V,MED,GEN,GMRS
2018,20036,2/17/2018,1627,52.262,-51.992,R/V,LG,GEN,GMRS
2018,20037,2/17/2018,1627,52.120,-52.613,R/V,LG,GEN,GMRS
2018,20129,2/19/2018,1411,50.507,-49.657,R/V,SM,TAB,GTJZ
2018,20130,2/19/2018,1421,50.615,-50.205,VIS,SM,DOM,GTJZ
2018,20039,2/19/2018,1935,51.670,-51.368,R/V,SM,GEN,GGJF
2018,20117,2/19/2018,1935,51.593,-51.288,R/V,SM,GEN,GGJF
2018,20009,2/19/2018,1935,51.142,-50.318,R/V,SM,GEN,GGJF
2018,20131,2/19/2018,1935,50.402,-49.692,R/V,SM,GEN,GGJF
2018,20132,2/19/2018,1935,51.393,-51.472,R/V,LG,GEN,GGJF
2018,20054,2/20/2018,0946,54.737,-54.195,SAT-HIGH,MED,GEN,SN1B
2018,20012,2/20/2018,0947,52.610,-53.017,SAT-HIGH,MED,GEN,SN1B
2018,20011,2/20/2018,0947,53.620,-54.195,SAT-LOW,MED,GEN,SN1B
2018,20032,2/21/2018,0940,53.262,-52.743,SAT-HIGH,MED,GEN,SN1A
2018,20038,2/21/2018,1213,51.463,-51.805,R/V,SM,GEN,GGJF
2018,20024,2/21/2018,1233,51.493,-52.563,R/V,MED,GEN,GGJF
2018,20116,2/21/2018,1246,52.135,-51.865,R/V,SM,GEN,GGJF
2018,20010,2/21/2018,1255,51.442,-51.578,R/V,SM,GEN,GGJF
2018,20014,2/21/2018,1255,51.978,-50.773,R/V,MED,GEN,GGJF
2018,20025,2/21/2018,1256,51.498,-51.647,R/V,MED,GEN,GGJF
2018,20039,2/21/2018,1303,51.358,-50.978,R/V,SM,GEN,GGJF
2018,20117,2/21/2018,1306,51.285,-50.997,R/V,SM,GEN,GGJF
2018,20043,2/21/2018,1307,51.263,-50.403,R/V,GR,GEN,GGJF
2018,20133,2/21/2018,1308,51.073,-51.138,R/V,MED,GEN,GGJF
2018,20044,2/21/2018,1312,51.002,-50.545,R/V,MED,GEN,GGJF
2018,20134,2/21/2018,1328,50.297,-50.210,R/V,SM,GEN,GGJF
2018,20087,2/22/2018,0900,58.868,-59.513,RAD,GEN,GEN,VCLM
2018,20089,2/22/2018,0900,58.878,-59.590,RAD,GEN,GEN,VCLM
2018,20088,2/22/2018,0900,59.023,-58.993,RAD,GEN,GEN,VCLM
2018,20090,2/22/2018,0900,59.023,-59.347,RAD,GEN,GEN,VCLM
2018,20091,2/22/2018,0900,59.003,-59.585,RAD,GEN,GEN,VCLM
2018,20097,2/22/2018,0900,59.757,-59.562,RAD,GEN,GEN,VCLM
2018,20094,2/22/2018,0900,59.310,-59.162,RAD,GEN,GEN,VCLM
2018,20092,2/22/2018,0900,59.152,-59.435,RAD,GEN,GEN,VCLM
2018,20093,2/22/2018,0900,59.388,-59.213,RAD,GEN,GEN,VCLM
2018,20095,2/22/2018,0900,59.512,-59.307,RAD,GEN,GEN,VCLM
2018,20096,2/22/2018,0900,59.338,-59.622,RAD,GEN,GEN,VCLM
2018,20137,2/22/2018,0900,59.352,-59.662,RAD,GEN,GEN,VCLM
2018,20138,2/22/2018,0900,59.547,-59.742,RAD,GEN,GEN,VCLM
2018,20036,2/22/2018,0931,51.668,-51.402,SAT-HIGH,MED,NTB,SN1B
2018,20117,2/22/2018,0931,51.112,-50.962,SAT-HIGH,MED,NTB,SN1B
2018,20133,2/22/2018,0931,50.855,-51.002,SAT-HIGH,MED,NTB,SN1B
2018,20135,2/22/2018,0932,49.127,-50.727,SAT-HIGH,MED,NTB,SN1B
2018,20136,2/22/2018,0932,48.745,-50.232,SAT-HIGH,MED,NTB,SN1B
2018,20139,2/22/2018,0932,47.505,-50.555,SAT-HIGH,GEN,GEN,SN1B
2018,20140,2/22/2018,1317,49.870,-52.418,R/V,SM,GEN,GMRS
2018,20038,2/22/2018,1325,51.418,-51.483,R/V,SM,BLK,GMRS
2018,20153,2/22/2018,1452,53.727,-53.772,VIS,SM,GEN,GMRS
2018,20150,2/22/2018,1453,53.770,-53.437,R/V,SM,GEN,GMRS
2018,20154,2/22/2018,1455,53.732,-53.980,VIS,SM,DD,GMRS
2018,20155,2/22/2018,1501,53.613,-54.140,VIS,MED,DD,GMRS
2018,20053,2/22/2018,1514,54.448,-53.085,R/V,SM,GEN,GMRS
2018,20052,2/22/2018,1514,53.865,-53.172,R/V,MED,GEN,GMRS
2018,20006,2/22/2018,1514,53.995,-53.477,R/V,SM,GEN,GMRS
2018,20011,2/22/2018,1514,53.362,-53.918,R/V,SM,GEN,GMRS
2018,20032,2/22/2018,1514,52.988,-52.560,R/V,SM,GEN,GMRS
2018,20013,2/22/2018,1514,52.453,-54.942,R/V,SM,GEN,GMRS
2018,20012,2/22/2018,1514,52.353,-52.787,R/V,SM,GEN,GMRS
2018,20141,2/22/2018,1514,51.450,-51.082,R/V,MED,GEN,GMRS
2018,20142,2/22/2018,1514,51.780,-51.708,R/V,SM,GEN,GMRS
2018,20143,2/22/2018,1514,52.112,-52.538,R/V,SM,GEN,GMRS
2018,20144,2/22/2018,1514,51.563,-51.393,R/V,SM,GEN,GMRS
2018,20145,2/22/2018,1514,52.813,-52.677,R/V,SM,GEN,GMRS
2018,20146,2/22/2018,1514,50.988,-50.982,R/V,SM,GEN,GMRS
