ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2008,1,11/12/2007,1232,55.99,-59.8,R/V,LG,WDG,GPCD
2008,1,11/15/2007,134,55.98,-59.82,RAD,LG,WDG,ENVI
2008,1,11/24/2007,151,55.97,-59.81,SAT-HIGH,RAD,RAD,ENVI
2008,2,12/14/2007,1418,58.92,-61.64,R/V,LG,DD,GPCD
2008,3,12/14/2007,1425,58.46,-61.28,R/V,SM,TAB,GPCD
2008,4,12/14/2007,1524,57.76,-59.12,R/V,LG,DOM,GPCD
2008,5,1/9/2008,1333,56.87,-57.07,R/V,SM,DD,GPCD
2008,5,12/15/2007,1240,56.6,-58.04,R/V,LG,WDG,GPCD
2008,6,1/9/2008,1338,56.98,-56.46,R/V,MED,DD,GPCD
2008,6,12/15/2007,1342,55.75,-57.54,R/V,LG,DD,GPCD
2008,7,12/19/2007,2256,51.82,-55.47,R/V,GEN,GEN,SHIP
2008,8,1/8/2008,1519,51.61,-55.74,R/V,MED,DD,GPCD
2008,8,1/11/2008,1135,51.6,-55.78,R/V,MED,NTB,CGHL
2008,8,2/8/2008,1725,51.54,-55.78,R/V,SM,WDG,GPCD
2008,9,1/8/2008,1521,51.56,-55.81,R/V,MED,DD,GPCD
2008,9,1/11/2008,1135,51.57,-55.78,R/V,SM,NTB,CGHL
2008,9,1/21/2008,1844,51.67,-55.93,R/V,GEN,NTB,CFJ0
2008,10,1/8/2008,1736,52.04,-55.28,R/V,MED,BLK,GPCD
2008,11,1/8/2008,1827,52.99,-54.99,R/V,MED,DD,GPCD
2008,12,1/8/2008,1853,53.14,-54.27,R/V,MED,DD,GPCD
2008,12,1/22/2008,1755,52.02,-55.28,R/V,MED,DD,GPCD
2008,13,1/8/2008,1938,53.9,-55.93,R/V,LG,WDG,GPCD
2008,13,1/23/2008,1332,54.41,-55.38,R/V,LG,DOM,GPCD
2008,14,1/9/2008,1246,56.83,-59.49,R/V,MED,BLK,GPCD
2008,15,1/9/2008,1305,56.81,-58.7,R/V,SM,DOM,GPCD
2008,16,1/9/2008,1347,56.53,-56.36,R/V,SM,DD,GPCD
2008,16,1/23/2008,1248,54.75,-56.87,R/V,SM,DD,GPCD
2008,17,1/9/2008,1425,56.11,-58.5,R/V,SM,DD,GPCD
2008,17,1/23/2008,1240,55.07,-58.06,R/V,SM,DD,GPCD
2008,18,1/9/2008,1433,55.84,-59.68,R/V,MED,DD,GPCD
2008,19,1/9/2008,1434,56.19,-59.06,R/V,MED,DD,GPCD
2008,20,1/9/2008,1445,56.28,-59.4,R/V,SM,BLK,GPCD
2008,21,1/9/2008,1446,56.29,-59.71,R/V,SM,BLK,GPCD
2008,22,1/9/2008,1901,54.71,-56.9,R/V,SM,DOM,GPCD
2008,23,1/9/2008,1921,55.1,-58.01,R/V,MED,DD,GPCD
2008,23,1/23/2008,1240,54.85,-57.51,R/V,MED,DD,GPCD
2008,24,1/9/2008,1938,55.26,-56.86,R/V,MED,DD,GPCD
2008,25,1/9/2008,2002,55.5,-57.22,R/V,MED,DD,GPCD
2008,26,1/9/2008,2042,55.73,-57.96,R/V,MED,DD,GPCD
2008,27,1/23/2008,1927,50.57,-53.98,R/V,MED,DD,GPCD
2008,27,2/8/2008,2047,49.18,-52.96,R/V,MED,DD,GPCD
2008,27,2/21/2008,1818,49.2,-50.8,R/V,MED,DD,GPCD
2008,27,3/1/2008,1434,48.47,-48.28,R/V,MED,DD,GPCD
2008,28,1/22/2008,1906,53.38,-54.9,R/V,MED,DD,GPCD
2008,29,1/23/2008,1223,55.08,-57.7,R/V,LG,BLK,GPCD
2008,30,1/23/2008,1227,55.15,-57.11,R/V,SM,TAB,GPCD
2008,31,1/23/2008,1228,54.22,-56.49,R/V,LG,DD,GPCD
2008,32,1/23/2008,1256,55.17,-55.3,R/V,MED,DD,GPCD
2008,33,1/23/2008,1303,55.05,-55.16,R/V,MED,DD,GPCD
2008,34,1/23/2008,1326,54.12,-53.44,R/V,SM,DD,GPCD
2008,35,1/23/2008,1327,54.06,-53.85,R/V,SM,DD,GPCD
2008,36,1/23/2008,1333,54.3,-55.25,R/V,MED,DD,GPCD
2008,37,1/23/2008,1333,54.13,-54.99,R/V,LG,DD,GPCD
2008,38,1/23/2008,1334,54.18,-54.89,R/V,LG,DD,GPCD
2008,39,1/23/2008,1414,54.31,-55.35,R/V,MED,PIN,GPCD
2008,40,2/7/2008,1335,54.77,-57.42,R/V,MED,BLK,GPCD
2008,41,2/7/2008,1337,55.26,-56.97,R/V,MED,TAB,GPCD
2008,42,2/7/2008,1346,55.08,-58.05,R/V,LG,BLK,GPCD
2008,43,2/7/2008,1347,55.11,-58,R/V,MED,DD,GPCD
2008,44,2/7/2008,1419,55.06,-55.11,R/V,MED,DD,GPCD
2008,45,2/7/2008,1430,55.4,-54.32,R/V,LG,DD,GPCD
2008,46,2/7/2008,1431,54.72,-53.98,R/V,MED,DD,GPCD
2008,47,2/7/2008,1521,54.45,-54.12,R/V,SM,DOM,GPCD
2008,48,2/7/2008,1530,54.54,-54.15,RAD,RAD,RAD,GPCD
2008,49,2/7/2008,1549,54.53,-55.43,R/V,SM,TAB,GPCD
2008,50,2/7/2008,1549,54.57,-55.5,R/V,SM,TAB,GPCD
2008,51,2/7/2008,1550,54.63,-55.74,R/V,SM,TAB,GPCD
2008,52,2/7/2008,1552,54.21,-56.44,R/V,LG,DD,GPCD
2008,52,3/8/2008,1330,53.18,-54.91,R/V,LG,TAB,GPCD
2008,53,2/7/2008,1613,54.29,-56.82,R/V,MED,DOM,GPCD
2008,54,2/7/2008,1622,54.25,-56.79,R/V,SM,DOM,GPCD
2008,55,2/7/2008,2044,53.61,-54.35,R/V,MED,DD,GPCD
2008,56,2/7/2008,2120,51.44,-56.73,RAD,RAD,RAD,GPCD
2008,57,2/7/2008,2124,51,-57.6,RAD,RAD,RAD,GPCD
2008,58,2/8/2008,1226,52.86,-54.52,R/V,MED,DD,GPCD
2008,59,2/8/2008,1231,53.16,-54.11,R/V,SM,DD,GPCD
2008,60,2/8/2008,1234,52.99,-53.98,R/V,SM,WDG,GPCD
2008,61,2/8/2008,1241,53.33,-54.54,R/V,MED,DD,GPCD
2008,62,2/8/2008,1249,52.86,-53.22,R/V,MED,DD,GPCD
2008,63,2/8/2008,1301,52.66,-52.72,R/V,LG,BLK,GPCD
2008,64,2/8/2008,1410,52.07,-52.15,R/V,SM,DD,GPCD
2008,65,2/8/2008,1424,52.11,-53.23,R/V,SM,DOM,GPCD
2008,66,2/8/2008,1427,52.58,-52.85,R/V,SM,TAB,GPCD
2008,67,2/8/2008,1428,52.5,-52.87,R/V,SM,DD,GPCD
2008,68,2/8/2008,1429,52.35,-53.05,R/V,SM,BLK,GPCD
