ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2015,1,11/21/2014,1639,59.98,-63.44,VIS,GEN,GEN,GCFR
2015,1,12/13/2014,2138,58.32,-61.18,SAT-HIGH,RAD,RAD,RSA2
2015,2,11/29/2014,2147,58.57,-60.53,SAT-HIGH,RAD,RAD,RSA2
2015,2,12/6/2014,2142,58.21,-60.05,SAT-HIGH,RAD,RAD,RSA2
2015,2,12/16/2014,1553,57.69,-59.16,VIS,LG,GEN,GTJZ
2015,3,11/29/2014,2147,57.98,-60.4,SAT-HIGH,RAD,RAD,RSA2
2015,4,11/30/2014,1900,58.35,-61.05,VIS,GEN,GEN,GCFR
2015,5,12/3/2014,2130,58.34,-61.05,SAT-HIGH,RAD,RAD,RSA2
2015,5,12/6/2014,2142,58.34,-61.05,SAT-HIGH,RAD,RAD,RSA2
2015,6,12/3/2014,2130,59.86,-61.65,SAT-HIGH,RAD,RAD,RSA2
2015,6,12/13/2014,2138,58.77,-60.4,SAT-HIGH,RAD,RAD,RSA2
2015,7,12/13/2014,2138,59.41,-59.9,SAT-HIGH,RAD,RAD,RSA2
2015,8,12/16/2014,1458,56.54,-58.71,VIS,LG,TAB,GTJZ
2015,9,12/16/2014,1435,55.88,-58.73,VIS,LG,GEN,GTJZ
2015,10,12/15/2014,2125,56.12,-59.03,R/V,SM,GEN,GTJZ
2015,11,1/6/2015,1842,51.53,-54.83,VIS,LG,DD,GTJZ
2015,11,1/10/2015,1911,50.61,-54.78,R/V,GEN,GEN,GTJZ
2015,11,1/14/2015,1138,49.82,-53.2,R/V,MED,DD,GMRS
2015,11,1/15/2015,1150,49.86,-52.84,R/V,LG,DD,GTJZ
2015,11,1/18/2015,1332,49.56,-53.29,VIS,MED,DD,GPGR
2015,12,1/10/2015,1919,52.87,-54.54,R/V,GEN,GEN,GTJZ
2015,12,1/14/2015,1435,52.29,-54.17,R/V,MED,DOM,GMRS
2015,12,1/30/2015,1149,50.98,-53.53,R/V,GEN,GEN,GTJZ
2015,12,2/2/2015,1435,50.74,-53.94,VIS,LG,WDG,GMRS
2015,12,2/13/2015,1437,49.95,-52.96,R/V,GEN,GEN,GPGR
2015,12,2/20/2015,1700,49.19,-52.28,R/V,LG,GEN,GPGR
