ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2017,71,10/1/2016,1459,58.62,-61.43,R/V,MED,WDG,CGDT
2017,70,10/1/2016,1530,58.72,-61.03,R/V,MED,PIN,CGDT
2017,65,10/2/2016,1335,49.87,-54.66,R/V,SM,PIN,GGAO
2017,74,10/25/2016,1445,57.12,-59.86,VIS,GEN,GEN,PCSZ
2017,70,10/29/2016,2130,56.51,-59.93,SAT-HIGH,RAD,RAD,RSA2
2017,71,10/29/2016,2130,56.14,-59.55,SAT-HIGH,RAD,RAD,RSA2
2017,75,11/15/2016,2134,55.49,-57.4,SAT-HIGH,RAD,RAD,RSA2
2017,76,11/15/2016,2134,55.45,-58.59,SAT-HIGH,RAD,RAD,RSA2
2017,77,11/15/2016,2134,55.86,-58.43,SAT-HIGH,RAD,RAD,RSA2
2017,78,11/15/2016,2134,55.90,-59.55,SAT-HIGH,RAD,RAD,RSA2
2017,79,11/15/2016,2134,57.68,-58.65,SAT-HIGH,RAD,RAD,RSA2
2017,80,11/15/2016,2134,57.87,-58.99,SAT-HIGH,RAD,RAD,RSA2
2017,81,11/18/2016,2147,56.07,-59.99,SAT-HIGH,RAD,RAD,RSA2
2017,82,11/18/2016,2147,55.85,-59.65,SAT-HIGH,RAD,RAD,RSA2
2017,83,11/18/2016,2147,55.87,-59.7,SAT-HIGH,RAD,RAD,RSA2
2017,84,11/18/2016,2147,56.27,-60.24,SAT-HIGH,RAD,RAD,RSA2
2017,79,11/25/2016,1920,56.43,-57.53,R/V,LG,TAB,GCFR
2017,78,11/25/2016,2110,55.33,-57.95,R/V,SM,TAB,GCFR
2017,71,11/26/2016,1615,54.10,-54.22,R/V,SM,PIN,GCFR
2017,85,11/29/2016,1535,55.92,-60,RAD,RAD,RAD,GCFR
2017,86,11/29/2016,1535,56.00,-59.92,RAD,RAD,RAD,GCFR
2017,87,12/3/2016,1200,51.12,-57.4,R/V,MED,GEN,PDUJ
2017,95,12/3/2016,1800,51.00,-57.52,R/V,BB,GEN,V7NK
2017,88,12/3/2016,2022,51.82,-55.37,R/V,LG,TAB,ZCET
2017,89,12/4/2016,1710,59.83,-61.2,R/V,RAD,RAD,GCFR
2017,90,12/4/2016,1710,60.52,-61.62,R/V,RAD,RAD,GCFR
2017,91,12/4/2016,1710,60.18,-61.4,R/V,RAD,RAD,GCFR
2017,92,12/4/2016,1740,59.65,-63.23,R/V,RAD,RAD,GCFR
2017,93,12/4/2016,1740,59.63,-62.8,R/V,RAD,RAD,GCFR
2017,94,12/4/2016,1800,58.22,-60.83,R/V,SM,PIN,GCFR
2017,82,12/4/2016,1841,55.83,-59.65,R/V,RAD,RAD,GCFR
2017,86,12/4/2016,1841,56.00,-59.97,R/V,RAD,RAD,GCFR
2017,85,12/4/2016,1841,55.95,-59.97,R/V,RAD,RAD,GCFR
2017,76,12/5/2016,1445,54.10,-56.38,R/V,RAD,RAD,GCFR
2017,78,12/5/2016,1447,54.73,-56.9,R/V,RAD,RAD,GCFR
2017,77,12/5/2016,2150,56.59,-59.98,SAT-HIGH,RAD,RAD,RSA2
2017,85,12/5/2016,2150,55.96,-59.97,SAT-HIGH,RAD,RAD,RSA2
2017,86,12/5/2016,2150,56.01,-59.98,SAT-HIGH,RAD,RAD,RSA2
2017,82,12/5/2016,2150,55.83,-59.67,SAT-HIGH,RAD,RAD,RSA2
2017,81,12/5/2016,2150,55.97,-59.83,SAT-HIGH,RAD,RAD,RSA2
2017,84,12/5/2016,2150,55.99,-59.91,SAT-HIGH,RAD,RAD,RSA2
2017,96,12/5/2016,2150,55.49,-59.37,SAT-HIGH,RAD,RAD,RSA2
2017,91,12/5/2016,2151,60.19,-61.35,SAT-HIGH,RAD,RAD,RSA2
2017,89,12/5/2016,2151,59.65,-61.21,SAT-HIGH,RAD,RAD,RSA2
2017,94,12/5/2016,2151,57.81,-60.87,SAT-HIGH,RAD,RAD,RSA2
2017,97,12/5/2016,2151,56.74,-60.07,SAT-HIGH,RAD,RAD,RSA2
2017,98,12/5/2016,2151,59.19,-61.61,SAT-HIGH,RAD,RAD,RSA2
2017,99,12/6/2016,1959,52.57,-54.25,VIS,LG,DD,GTJZ
2017,85,12/9/2016,2134,55.96,-59.97,SAT-HIGH,RAD,RAD,RSA2
2017,86,12/9/2016,2134,56.01,-59.98,SAT-HIGH,RAD,RAD,RSA2
2017,84,12/9/2016,2134,55.99,-59.91,SAT-HIGH,RAD,RAD,RSA2
2017,81,12/9/2016,2134,55.97,-59.82,SAT-HIGH,RAD,RAD,RSA2
2017,70,12/12/2016,1532,50.12,-52.28,R/V,MED,GEN,GGAO
2017,101,12/14/2016,1213,49.04,-51.61,R/V,LG,GEN,GTJZ
2017,100,12/16/2016,220,49.20,-51.17,R/V,GEN,GEN,CGCB
2017,103,12/20/2016,1809,48.63,-48.24,VIS,SM,DD,GGAO
2017,102,12/20/2016,1810,48.60,-48.23,VIS,SM,DD,GGAO
2017,105,12/23/2016,1219,48.77,-50.9,R/V,SM,GEN,GPGR
2017,70,12/23/2016,1226,48.88,-50.42,R/V,SM,GEN,GPGR
2017,104,12/23/2016,1226,48.88,-50.42,R/V,SM,GEN,GPGR
2017,106,1/1/2017,1737,51.73,-53.85,R/V,SM,DD,GGAO
2017,107,1/1/2017,1900,51.61,-55.97,VIS,SM,DD,GGAO
2017,110,1/6/2017,1257,52.49,-52.99,R/V,SM,GEN,GPGR
