ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2007,1,1/28/2007,2056,54.84,-57.23,R/V,GEN,GEN,1501
2007,1,2/2/2007,1316,54.83,-57.25,R/V,LG,DD,GPCD
2007,1,11/17/2006,1041,60.20,-61.27,SAT-MED,RAD,RAD,RSAT
2007,1,11/25/2006,1407,59.94,-60.48,RAD,RAD,RAD,GPCD
2007,1,12/19/2006,1007,56.96,-59.36,SAT-MED,RAD,RAD,RSAT
2007,1,12/27/2006,1407,55.36,-58.08,R/V,LG,DD,GPCD
2007,2,1/28/2007,2019,56.56,-60.54,RAD,GEN,GEN,1501
2007,2,2/2/2007,1606,56.14,-59.95,R/V,SM,DD,GPCD
2007,2,11/25/2006,1432,59.94,-60.47,R/V,LG,DD,GPCD
2007,2,12/19/2006,1007,57.39,-60.24,SAT-MED,MED,RAD,RSAT
2007,2,12/21/2006,1416,57.29,-60.25,SAT-HIGH,RAD,RAD,ENVI
2007,2,12/27/2006,1701,56.57,-60.49,R/V,MED,PIN,GPCD
2007,3,12/28/2006,1418,58.70,-62.64,R/V,MED,BLK,GPCD
2007,4,1/18/2007,1415,54.89,-57.05,RAD,RAD,RAD,GPCD
2007,5,1/18/2007,1445,56.51,-59.81,R/V,MED,DD,GPCD
2007,5,1/28/2007,2042,55.84,-58.14,RAD,MED,DD,1501
2007,5,2/1/2007,1702,54.77,-55.75,RAD,MED,DD,GPCD
2007,6,1/18/2007,1501,56.85,-59.25,R/V,BB,DOM,GPCD
2007,6,2/2/2007,1408,55.50,-56.02,R/V,BB,DD,GPCD
2007,7,1/18/2007,1512,57.16,-59.38,RAD,RAD,RAD,GPCD
2007,8,1/18/2007,1512,57.16,-59.39,R/V,SM,DD,GPCD
2007,9,1/18/2007,1515,57.08,-59.59,R/V,SM,TAB,GPCD
2007,10,1/18/2007,1517,57.11,-59.65,R/V,MED,DD,GPCD
2007,11,1/18/2007,1518,57.17,-59.60,R/V,SM,WDG,GPCD
2007,12,1/18/2007,1526,57.45,-59.44,R/V,MED,DD,GPCD
2007,13,1/18/2007,1538,57.75,-59.97,R/V,MED,DD,GPCD
2007,13,1/28/2007,1952,57.64,-59.90,RAD,GEN,GEN,1501
2007,14,1/18/2007,1541,58.36,-59.93,R/V,LG,DD,GPCD
2007,14,1/28/2007,1941,57.64,-59.10,RAD,LG,DD,1501
2007,15,1/18/2007,1541,58.26,-60.57,R/V,MED,PIN,GPCD
2007,15,1/28/2007,1958,57.64,-60.64,RAD,MED,PIN,1501
2007,15,2/2/2007,1531,57.02,-60.81,R/V,MED,DD,GPCD
2007,16,1/18/2007,1541,58.01,-60.90,R/V,MED,DD,GPCD
2007,16,1/28/2007,2014,56.88,-60.93,RAD,GEN,GEN,1501
2007,16,2/2/2007,1606,56.14,-60.01,R/V,SM,DD,GPCD
2007,17,1/18/2007,1550,58.55,-60.47,R/V,GEN,GEN,GPCD
2007,18,1/18/2007,1550,58.59,-60.58,R/V,GEN,GEN,GPCD
2007,19,1/18/2007,1550,58.57,-60.69,R/V,GEN,GEN,GPCD
2007,20,1/18/2007,1553,58.66,-61.18,R/V,GEN,GEN,GPCD
2007,20,1/28/2007,2008,57.34,-61.16,RAD,GEN,GEN,1501
2007,20,2/2/2007,1600,56.68,-60.58,R/V,SM,DD,GPCD
2007,21,1/18/2007,1553,58.67,-61.30,R/V,GEN,GEN,GPCD
2007,21,1/28/2007,2006,57.45,-61.07,RAD,GEN,GEN,1501
2007,21,2/2/2007,1600,56.75,-60.59,R/V,SM,DD,GPCD
2007,22,1/18/2007,1603,57.89,-60.62,R/V,MED,DD,GPCD
2007,22,1/28/2007,2010,57.12,-61.06,RAD,GEN,GEN,1501
2007,22,2/2/2007,1559,56.61,-60.50,R/V,MED,DD,GPCD
2007,23,1/18/2007,1612,57.47,-60.35,R/V,MED,PIN,GPCD
2007,24,1/18/2007,1613,57.79,-60.69,R/V,BB,DD,GPCD
2007,25,1/18/2007,1648,56.57,-60.46,R/V,MED,PIN,GPCD
2007,25,1/28/2007,2032,55.79,-59.56,RAD,GEN,GEN,1501
2007,25,2/1/2007,1930,54.82,-57.54,R/V,SM,WDG,GPCD
2007,25,3/10/2007,1737,54.17,-56.21,R/V,SM,DOM,GPCD
2007,26,1/18/2007,1653,56.17,-60.18,RAD,RAD,RAD,GPCD
2007,26,1/28/2007,2057,54.71,-57.37,RAD,RAD,RAD,1501
2007,26,2/1/2007,1926,54.83,-57.25,R/V,LG,DD,GPCD
2007,27,1/18/2007,1953,54.50,-57.00,RAD,RAD,RAD,GPCD
2007,28,1/28/2007,2109,54.11,-56.51,RAD,RAD,RAD,1501
2007,28,2/1/2007,1730,53.82,-56.44,RAD,RAD,RAD,GPCD
2007,29,1/28/2007,2105,54.29,-56.83,RAD,RAD,RAD,1501
2007,29,2/2/2007,1317,54.85,-57.44,R/V,SM,DD,GPCD
2007,30,1/28/2007,2104,54.33,-56.94,RAD,RAD,RAD,1501
2007,30,2/2/2007,1319,54.82,-57.54,R/V,SM,WDG,GPCD
2007,31,1/28/2007,2033,56.16,-59.10,RAD,GEN,GEN,1501
2007,32,1/28/2007,2032,56.16,-59.18,RAD,GEN,GEN,1501
2007,33,1/28/2007,2025,56.20,-59.59,RAD,GEN,GEN,1501
2007,34,1/28/2007,1959,58.34,-60.83,RAD,GEN,GEN,1501
2007,34,2/2/2007,1534,57.68,-61.18,R/V,MED,DD,GPCD
2007,35,1/28/2007,1959,58.35,-60.80,RAD,GEN,GEN,1501
2007,35,2/2/2007,1541,57.28,-60.54,R/V,SM,DD,GPCD
2007,36,1/28/2007,2030,56.09,-59.57,RAD,RAD,RAD,1501
2007,37,1/28/2007,2007,57.39,-61.34,RAD,RAD,RAD,1501
